Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k4/40_4_0.80_1_3-Basic.svrp , 603.88 , 527.063 , 12.7206 , 0.018 , 1000.09 , 4 , 589 , 14.88 , 14.65 , 14.88 , 603.88 , 562.588 , 6.83783 , 40516 , 1679 , 7.08055 , 5381 , 1.63208 , 0 , 3257 , 3.83558 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_3-Basic.svrp , 596.75 , 561.873 , 5.84447 , 60.466 , 85.438 , 4 , 591 , 5.75 , 5.66 , 5.75 , 596.75 , 596.75 , 0 , 9543 , 245 , 0.825291 , 560 , 0.169248 , 0 , 0 , 0 , 2150 , 0.145971 , 370 , 1.10391 , 1
SRI2 , ./data/Jabali/k4/40_4_0.80_1_3-Basic.svrp , 596.75 , 561.857 , 5.84718 , 60.146 , 156.836 , 4 , 591 , 5.75 , 5.66 , 5.75 , 596.75 , 596.75 , 0 , 16845 , 419 , 1.73094 , 1354 , 22.3877 , 0 , 0 , 0 , 2052 , 0.138126 , 571 , 2.21883 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_3-Basic.svrp , 596.75 , 561.885 , 5.84242 , 60.397 , 110.749 , 4 , 591 , 5.75 , 5.66 , 5.75 , 596.75 , 596.75 , 0 , 15541 , 230 , 1.49633 , 668 , 11.0662 , 0 , 0 , 0 , 2130 , 0.144381 , 373 , 6.05279 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_4-Basic.svrp , 810.65 , 614.25 , 24.2275 , 0.012 , 1000.24 , 4 , 655 , 155.65 , 121.07 , 155.65 , 810.65 , 651.951 , 19.5767 , 26345 , 1936 , 4.64715 , 7151 , 1.66758 , 0 , 4787 , 2.74104 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_4-Basic.svrp , 708.87 , 682.41 , 3.73275 , 60.075 , 95.971 , 4 , 706 , 2.87 , 2.69 , 2.87 , 708.87 , 708.87 , 0 , 9313 , 378 , 1.26478 , 475 , 0.133466 , 0 , 0 , 0 , 3677 , 0.231148 , 623 , 1.25296 , 1
SRI2 , ./data/Jabali/k4/40_4_0.80_1_4-Basic.svrp , 708.87 , 682.412 , 3.73239 , 60.022 , 74.564 , 4 , 706 , 2.87 , 2.69 , 2.87 , 708.87 , 708.87 , 0 , 6012 , 245 , 0.852975 , 148 , 1.80087 , 0 , 0 , 0 , 3693 , 0.231059 , 326 , 0.694327 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_4-Basic.svrp , 708.87 , 682.412 , 3.73239 , 60.22 , 92.941 , 4 , 706 , 2.87 , 2.69 , 2.87 , 708.87 , 708.87 , 0 , 5520 , 337 , 0.927333 , 486 , 6.07841 , 0 , 0 , 0 , 3693 , 0.231682 , 707 , 2.86017 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_5-Basic.svrp , 730.32 , 589.963 , 19.2186 , 0.013 , 1000.07 , 4 , 657 , 73.32 , 70.18 , 73.32 , 730.32 , 627.823 , 14.0346 , 27039 , 1365 , 5.10882 , 6149 , 1.2454 , 0 , 5454 , 2.77878 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_5-Basic.svrp , 697.1 , 662.524 , 4.96001 , 60.207 , 183.741 , 4 , 686 , 11.1 , 11.04 , 11.1 , 697.1 , 697.1 , 0 , 36060 , 465 , 4.15465 , 474 , 0.122343 , 0 , 0 , 0 , 3421 , 0.252171 , 741 , 4.86475 , 1
SRI2 , ./data/Jabali/k4/40_4_0.80_1_5-Basic.svrp , 697.1 , 662.174 , 5.01023 , 60.034 , 353.583 , 4 , 686 , 11.1 , 11.04 , 11.1 , 697.1 , 697.1 , 0 , 99569 , 500 , 9.11561 , 427 , 4.75843 , 0 , 0 , 0 , 3405 , 0.251425 , 833 , 10.211 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_5-Basic.svrp , 697.1 , 662.252 , 4.99894 , 60.226 , 187.95 , 4 , 686 , 11.1 , 11.04 , 11.1 , 697.1 , 697.1 , 0 , 47374 , 285 , 4.39081 , 193 , 2.61565 , 0 , 0 , 0 , 3413 , 0.252271 , 782 , 17.2889 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_6-Basic.svrp , 697.08 , 557.91 , 19.9648 , 0.012 , 1000.13 , 4 , 562 , 135.08 , 128.9 , 135.08 , 697.08 , 599.931 , 13.9365 , 29022 , 906 , 4.92795 , 8824 , 1.76751 , 0 , 7364 , 3.14639 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_6-Basic.svrp , 681.12 , 624.798 , 8.26901 , 60.044 , 1000.16 , 4 , 583 , 98.12 , 95.69 , 98.12 , 681.12 , 657.217 , 3.50937 , 93426 , 1017 , 11.1547 , 5028 , 1.50081 , 0 , 0 , 0 , 3905 , 0.251411 , 2120 , 14.2933 , 0
SRI2 , ./data/Jabali/k4/40_4_0.80_1_6-Basic.svrp , 678.52 , 624.755 , 7.92382 , 60.229 , 1000.15 , 4 , 590 , 88.52 , 86.44 , 88.52 , 678.52 , 656.624 , 3.22701 , 68580 , 768 , 8.78261 , 3603 , 74.6149 , 0 , 0 , 0 , 3825 , 0.247632 , 1594 , 10.5425 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_6-Basic.svrp , 678.52 , 624.877 , 7.90586 , 60.242 , 1000.13 , 4 , 590 , 88.52 , 86.44 , 88.52 , 678.52 , 656.379 , 3.2631 , 90614 , 823 , 12.0741 , 4129 , 99.2789 , 0 , 0 , 0 , 3685 , 0.245063 , 1993 , 47.3351 , 0
ILS , ./data/Jabali/k4/40_4_0.80_1_7-Basic.svrp , 727.53 , 554.5 , 23.7832 , 0.011 , 1000.07 , 4 , 617 , 110.53 , 101.41 , 110.53 , 727.53 , 603.435 , 17.057 , 31015 , 2030 , 7.38388 , 5849 , 1.36496 , 0 , 4113 , 3.1677 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_7-Basic.svrp , 658.13 , 633.375 , 3.76142 , 60.054 , 115.802 , 4 , 651 , 7.13 , 6.18 , 7.13 , 658.13 , 658.13 , 0 , 13491 , 478 , 1.79688 , 701 , 0.173707 , 0 , 0 , 0 , 4134 , 0.277217 , 693 , 1.78647 , 1
SRI2 , ./data/Jabali/k4/40_4_0.80_1_7-Basic.svrp , 658.13 , 633.375 , 3.76142 , 60.074 , 96.834 , 4 , 651 , 7.13 , 6.18 , 7.13 , 658.13 , 658.13 , 0 , 10331 , 331 , 1.40245 , 355 , 3.89357 , 0 , 0 , 0 , 4134 , 0.278688 , 472 , 1.18765 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_7-Basic.svrp , 658.13 , 633.374 , 3.76162 , 60.128 , 80.901 , 4 , 651 , 7.13 , 6.18 , 7.13 , 658.13 , 658.13 , 0 , 4483 , 267 , 0.799977 , 367 , 3.82601 , 0 , 0 , 0 , 4119 , 0.276536 , 536 , 2.071 , 1
ILS , ./data/Jabali/k4/40_4_0.80_1_8-Basic.svrp , 766.49 , 583.333 , 23.8955 , 0.013 , 1000.08 , 4 , 581 , 185.49 , 175.94 , 185.49 , 766.49 , 623.409 , 18.667 , 22247 , 1082 , 4.90081 , 6321 , 1.26774 , 0 , 6168 , 2.39832 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_8-Basic.svrp , 741.1 , 682.381 , 7.92324 , 60.173 , 1000.1 , 4 , 728 , 13.1 , 13.04 , 13.1 , 741.1 , 715.252 , 3.48781 , 80185 , 1360 , 13.464 , 2098 , 0.513194 , 0 , 0 , 0 , 2798 , 0.197711 , 2069 , 12.3524 , 0
SRI2 , ./data/Jabali/k4/40_4_0.80_1_8-Basic.svrp , 741.1 , 682.363 , 7.92571 , 60.165 , 1000.12 , 4 , 728 , 13.1 , 13.04 , 13.1 , 741.1 , 719.272 , 2.94541 , 120551 , 1408 , 20.295 , 1767 , 24.3787 , 0 , 0 , 0 , 2779 , 0.195739 , 2027 , 17.7111 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_8-Basic.svrp , 741.64 , 682.337 , 7.99621 , 60.049 , 1000.13 , 4 , 722 , 19.64 , 19.55 , 19.64 , 741.64 , 715.485 , 3.52663 , 110749 , 1067 , 19.8981 , 945 , 13.1632 , 0 , 0 , 0 , 2739 , 0.19848 , 2035 , 60.6509 , 0
ILS , ./data/Jabali/k4/40_4_0.80_1_9-Basic.svrp , 673.41 , 536.75 , 20.2937 , 0.007 , 1000.08 , 4 , 582 , 91.41 , 83.11 , 91.41 , 673.41 , 589.757 , 12.4223 , 27473 , 2152 , 4.57354 , 5602 , 1.86675 , 0 , 2727 , 2.73344 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.80_1_9-Basic.svrp , 666.23 , 610.928 , 8.30075 , 60.09 , 1000.09 , 4 , 664 , 2.23 , 2.08 , 2.23 , 666.23 , 642.806 , 3.51587 , 67253 , 1850 , 10.0739 , 4111 , 1.11035 , 0 , 0 , 0 , 2619 , 0.166864 , 3375 , 10.3663 , 0
SRI2 , ./data/Jabali/k4/40_4_0.80_1_9-Basic.svrp , 653.35 , 610.93 , 6.49273 , 60.031 , 1000.08 , 4 , 649 , 4.35 , 4.14 , 4.35 , 653.35 , 645.671 , 1.17532 , 68324 , 1384 , 10.5298 , 2764 , 39.4287 , 0 , 0 , 0 , 2637 , 0.170417 , 2482 , 10.0057 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.80_1_9-Basic.svrp , 653.04 , 610.926 , 6.44892 , 60.228 , 552.452 , 4 , 651 , 2.04 , 2.04 , 2.04 , 653.04 , 653.04 , 0 , 56164 , 856 , 6.60214 , 1145 , 17.6372 , 0 , 0 , 0 , 2601 , 0.166706 , 1899 , 23.5678 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_0-Basic.svrp , 780.25 , 592.5 , 24.0628 , 0.007 , 1000.08 , 4 , 692 , 88.25 , 82.65 , 88.25 , 780.25 , 635.552 , 18.5451 , 24212 , 1118 , 5.03798 , 6950 , 1.34642 , 0 , 6650 , 2.61658 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_0-Basic.svrp , 722.59 , 688.803 , 4.6758 , 60.106 , 198.063 , 4 , 709 , 13.59 , 13.56 , 13.59 , 722.59 , 722.59 , 0 , 35023 , 456 , 4.00344 , 941 , 0.225843 , 0 , 0 , 0 , 4862 , 0.351187 , 1136 , 4.89419 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_0-Basic.svrp , 722.59 , 688.841 , 4.67055 , 60.04 , 312.769 , 4 , 709 , 13.59 , 13.56 , 13.59 , 722.59 , 722.59 , 0 , 49992 , 510 , 5.72929 , 1444 , 17.9511 , 0 , 0 , 0 , 4880 , 0.321088 , 1295 , 6.8797 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_0-Basic.svrp , 722.59 , 688.675 , 4.69358 , 60.196 , 318.534 , 4 , 709 , 13.59 , 13.56 , 13.59 , 722.59 , 722.59 , 0 , 48285 , 360 , 5.38199 , 957 , 12.2183 , 0 , 0 , 0 , 4811 , 0.318857 , 1176 , 19.824 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_1-Basic.svrp , 694.94 , 547.196 , 21.26 , 0.008 , 1000.09 , 4 , 539 , 155.94 , 149.11 , 155.94 , 694.94 , 614.446 , 11.5829 , 28463 , 1195 , 6.52014 , 5474 , 1.10735 , 0 , 5380 , 3.01458 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_1-Basic.svrp , 677.39 , 644.637 , 4.83512 , 60.146 , 164.039 , 4 , 668 , 9.39 , 9.15 , 9.39 , 677.39 , 677.39 , 0 , 32335 , 433 , 3.95363 , 474 , 0.136103 , 0 , 0 , 0 , 3765 , 0.359591 , 615 , 4.33844 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_1-Basic.svrp , 677.39 , 644.655 , 4.83251 , 60.131 , 197.691 , 4 , 668 , 9.39 , 9.15 , 9.39 , 677.39 , 677.39 , 0 , 44140 , 450 , 6.19695 , 491 , 6.76564 , 0 , 0 , 0 , 3806 , 0.359825 , 609 , 5.85497 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_1-Basic.svrp , 677.39 , 644.658 , 4.83215 , 60.058 , 246.87 , 4 , 668 , 9.39 , 9.15 , 9.39 , 677.39 , 677.39 , 0 , 48829 , 424 , 6.73113 , 460 , 4.88731 , 0 , 0 , 0 , 3814 , 0.411887 , 781 , 21.6401 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_2-Basic.svrp , 636.26 , 562.408 , 11.6072 , 0.012 , 1000.07 , 4 , 587 , 49.26 , 43 , 49.26 , 636.26 , 610.942 , 3.97918 , 53200 , 974 , 10.8707 , 4991 , 0.950518 , 0 , 5262 , 4.85392 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_2-Basic.svrp , 631.73 , 620.772 , 1.73467 , 60.077 , 60.862 , 4 , 588 , 43.73 , 41.61 , 43.73 , 631.73 , 631.73 , 0 , 884 , 72 , 0.150219 , 45 , 0.012735 , 0 , 0 , 0 , 3515 , 0.202389 , 109 , 0.090974 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_2-Basic.svrp , 631.73 , 620.77 , 1.73495 , 60.141 , 61.759 , 4 , 588 , 43.73 , 41.61 , 43.73 , 631.73 , 631.73 , 0 , 1012 , 69 , 0.154167 , 85 , 0.642708 , 0 , 0 , 0 , 3497 , 0.201858 , 142 , 0.104611 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_2-Basic.svrp , 631.73 , 620.779 , 1.73345 , 60.232 , 61.017 , 4 , 588 , 43.73 , 41.61 , 43.73 , 631.73 , 631.73 , 0 , 214 , 59 , 0.114277 , 49 , 0.392011 , 0 , 0 , 0 , 3561 , 0.205319 , 104 , 0.07644 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_3-Basic.svrp , 714.05 , 603.828 , 15.4362 , 0.011 , 1000.11 , 4 , 621 , 93.05 , 83.13 , 93.05 , 714.05 , 630.836 , 11.6538 , 27879 , 1041 , 7.04763 , 6449 , 1.41916 , 0 , 6232 , 2.95315 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_3-Basic.svrp , 702.71 , 657.291 , 6.46336 , 60.093 , 1000.13 , 4 , 637 , 65.71 , 63.63 , 65.71 , 702.71 , 695.315 , 1.05236 , 204590 , 849 , 24.3844 , 1002 , 0.357174 , 0 , 0 , 0 , 3397 , 0.315507 , 1070 , 24.8643 , 0
SRI2 , ./data/Jabali/k4/40_4_0.82_1_3-Basic.svrp , 701.8 , 657.27 , 6.34504 , 60.255 , 731.554 , 4 , 686 , 15.8 , 15.8 , 15.8 , 701.8 , 701.8 , 0 , 160961 , 739 , 18.4327 , 910 , 14.9187 , 0 , 0 , 0 , 3212 , 0.32761 , 895 , 16.949 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_3-Basic.svrp , 701.8 , 657.908 , 6.25426 , 60.039 , 792.621 , 4 , 686 , 15.8 , 15.8 , 15.8 , 701.8 , 701.8 , 0 , 189458 , 582 , 19.9703 , 667 , 13.158 , 0 , 0 , 0 , 3466 , 0.316999 , 1035 , 70.2759 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_4-Basic.svrp , 706.86 , 523.267 , 25.973 , 0.007 , 1000.1 , 4 , 588 , 118.86 , 108.35 , 118.86 , 706.86 , 592.302 , 16.2066 , 30499 , 1627 , 6.42572 , 6145 , 1.36664 , 0 , 5107 , 3.13541 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_4-Basic.svrp , 663.19 , 626.564 , 5.52274 , 60.159 , 163.465 , 4 , 647 , 16.19 , 16.19 , 16.19 , 663.19 , 663.19 , 0 , 35977 , 407 , 3.99785 , 378 , 0.151779 , 0 , 0 , 0 , 3483 , 0.284451 , 525 , 4.71268 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_4-Basic.svrp , 663.19 , 626.567 , 5.52224 , 60.18 , 151.998 , 4 , 647 , 16.19 , 16.19 , 16.19 , 663.19 , 663.19 , 0 , 34294 , 370 , 2.90998 , 319 , 4.00044 , 0 , 0 , 0 , 3564 , 0.291301 , 449 , 3.67306 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_4-Basic.svrp , 663.19 , 627.313 , 5.40975 , 60.09 , 120.536 , 4 , 647 , 16.19 , 16.19 , 16.19 , 663.19 , 663.19 , 0 , 23579 , 256 , 2.08986 , 235 , 2.4026 , 0 , 0 , 0 , 3578 , 0.292086 , 427 , 8.6712 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_5-Basic.svrp , 640.01 , 493.5 , 22.8918 , 0.011 , 1000.1 , 4 , 525 , 115.01 , 94.98 , 115.01 , 640.01 , 574.783 , 10.1915 , 29203 , 946 , 4.31691 , 9375 , 2.17493 , 0 , 5679 , 3.02647 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_5-Basic.svrp , 611.94 , 602.415 , 1.5566 , 60.257 , 62.362 , 4 , 602 , 9.94 , 9.49 , 9.94 , 611.94 , 611.94 , 0 , 1135 , 128 , 0.204954 , 74 , 0.022685 , 0 , 0 , 0 , 2908 , 0.187853 , 165 , 0.160629 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_5-Basic.svrp , 611.94 , 602.412 , 1.55701 , 60.104 , 61.059 , 4 , 602 , 9.94 , 9.49 , 9.94 , 611.94 , 611.94 , 0 , 336 , 68 , 0.143917 , 30 , 0.39872 , 0 , 0 , 0 , 2890 , 0.186522 , 84 , 0.036373 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_5-Basic.svrp , 611.94 , 602.425 , 1.55485 , 60.098 , 60.88 , 4 , 602 , 9.94 , 9.49 , 9.94 , 611.94 , 611.94 , 0 , 376 , 64 , 0.142464 , 23 , 0.175653 , 0 , 0 , 0 , 2989 , 0.18873 , 88 , 0.129993 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_6-Basic.svrp , 712.66 , 589.75 , 17.2467 , 0.007 , 1000.1 , 4 , 702 , 10.66 , 10.42 , 10.66 , 712.66 , 640.911 , 10.0678 , 32994 , 1211 , 7.07467 , 5970 , 1.16316 , 0 , 6276 , 3.33678 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_6-Basic.svrp , 689.38 , 667.269 , 3.20731 , 60.02 , 93.812 , 4 , 680 , 9.38 , 9.14 , 9.38 , 689.38 , 689.38 , 0 , 15491 , 234 , 1.53156 , 318 , 0.077417 , 0 , 0 , 0 , 2960 , 0.253061 , 475 , 1.8979 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_6-Basic.svrp , 689.38 , 667.264 , 3.20804 , 60.024 , 76.535 , 4 , 680 , 9.38 , 9.14 , 9.38 , 689.38 , 689.38 , 0 , 10354 , 179 , 0.945962 , 139 , 1.24052 , 0 , 0 , 0 , 2951 , 0.228198 , 331 , 1.14189 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_6-Basic.svrp , 689.38 , 667.293 , 3.20391 , 60.266 , 70.807 , 4 , 680 , 9.38 , 9.14 , 9.38 , 689.38 , 689.38 , 0 , 4461 , 141 , 0.501854 , 73 , 0.742264 , 0 , 0 , 0 , 2986 , 0.229704 , 321 , 1.70437 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_7-Basic.svrp , 740.06 , 594.636 , 19.6503 , 0.016 , 1000.08 , 4 , 573 , 167.06 , 152.03 , 167.06 , 740.06 , 621.811 , 15.9782 , 25687 , 1274 , 5.98062 , 5695 , 1.103 , 0 , 6099 , 2.76217 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_7-Basic.svrp , 717.02 , 662.885 , 7.55004 , 60.101 , 1000.1 , 4 , 702 , 15.02 , 15.02 , 15.02 , 717.02 , 696.436 , 2.87082 , 72575 , 1166 , 11.4894 , 2585 , 0.610965 , 0 , 0 , 0 , 3942 , 0.27317 , 2533 , 11.4788 , 0
SRI2 , ./data/Jabali/k4/40_4_0.82_1_7-Basic.svrp , 723.37 , 662.885 , 8.3616 , 60.078 , 1000.16 , 4 , 702 , 21.37 , 21.37 , 21.37 , 723.37 , 697.072 , 3.63549 , 82589 , 1223 , 12.3007 , 2515 , 31.7753 , 0 , 0 , 0 , 3942 , 0.275574 , 2535 , 12.7803 , 0
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_7-Basic.svrp , 723.17 , 663.25 , 8.28577 , 60.04 , 1000.14 , 4 , 644 , 79.17 , 78.85 , 79.17 , 723.17 , 700.222 , 3.17323 , 66543 , 928 , 10.58 , 2307 , 28.6926 , 0 , 0 , 0 , 3922 , 0.27318 , 2997 , 35.8989 , 0
ILS , ./data/Jabali/k4/40_4_0.82_1_8-Basic.svrp , 769.82 , 619.066 , 19.583 , 0.011 , 1000.07 , 4 , 673 , 96.82 , 91.03 , 96.82 , 769.82 , 648.39 , 15.7738 , 23181 , 1164 , 5.39751 , 5778 , 1.14815 , 0 , 6091 , 2.4818 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_8-Basic.svrp , 724.83 , 701.534 , 3.21404 , 60.076 , 87.944 , 4 , 718 , 6.83 , 6.66 , 6.83 , 724.83 , 724.83 , 0 , 13573 , 226 , 1.20515 , 318 , 0.081598 , 0 , 0 , 0 , 2372 , 0.136121 , 465 , 1.53215 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_8-Basic.svrp , 724.83 , 701.512 , 3.21702 , 60.253 , 98.299 , 4 , 718 , 6.83 , 6.66 , 6.83 , 724.83 , 724.83 , 0 , 14971 , 226 , 1.39068 , 350 , 4.43229 , 0 , 0 , 0 , 2327 , 0.133866 , 450 , 1.71433 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_8-Basic.svrp , 724.83 , 701.518 , 3.21617 , 60.115 , 150.521 , 4 , 718 , 6.83 , 6.66 , 6.83 , 724.83 , 724.83 , 0 , 19087 , 383 , 2.41959 , 449 , 5.14254 , 0 , 0 , 0 , 2336 , 0.134149 , 981 , 8.50003 , 1
ILS , ./data/Jabali/k4/40_4_0.82_1_9-Basic.svrp , 734.9 , 543.75 , 26.0103 , 0.013 , 1000.08 , 4 , 634 , 100.9 , 89.97 , 100.9 , 734.9 , 607.008 , 17.4026 , 36675 , 2594 , 5.97631 , 7543 , 2.384 , 0 , 2959 , 3.68863 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.82_1_9-Basic.svrp , 679.93 , 621.441 , 8.60224 , 60.099 , 633.434 , 4 , 670 , 9.93 , 9.71 , 9.93 , 679.93 , 679.93 , 0 , 62723 , 1561 , 7.88488 , 1572 , 0.415686 , 0 , 0 , 0 , 3829 , 0.309209 , 1398 , 8.66626 , 1
SRI2 , ./data/Jabali/k4/40_4_0.82_1_9-Basic.svrp , 679.93 , 621.437 , 8.60284 , 60.135 , 641.087 , 4 , 670 , 9.93 , 9.71 , 9.93 , 679.93 , 679.93 , 0 , 95927 , 1386 , 9.81802 , 944 , 14.4373 , 0 , 0 , 0 , 3712 , 0.277037 , 1061 , 10.2065 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.82_1_9-Basic.svrp , 679.93 , 624.726 , 8.11902 , 60.141 , 272.577 , 4 , 670 , 9.93 , 9.71 , 9.93 , 679.93 , 679.93 , 0 , 37342 , 769 , 4.18678 , 706 , 11.2087 , 0 , 0 , 0 , 3712 , 0.29752 , 1047 , 15.1073 , 1
ILS , ./data/Jabali/k4/40_4_0.85_1_0-Basic.svrp , 789.78 , 603.5 , 23.5863 , 0.012 , 1000.07 , 4 , 671 , 118.78 , 105.55 , 118.78 , 789.78 , 650.725 , 17.6068 , 25303 , 1410 , 5.12187 , 5560 , 1.17319 , 0 , 5115 , 2.6265 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.85_1_0-Basic.svrp , 733.19 , 697.815 , 4.82487 , 60.267 , 397.988 , 4 , 711 , 22.19 , 21.37 , 22.19 , 733.19 , 733.19 , 0 , 90127 , 697 , 8.56871 , 1348 , 0.554347 , 0 , 0 , 0 , 2399 , 0.127373 , 1301 , 10.0036 , 1
SRI2 , ./data/Jabali/k4/40_4_0.85_1_0-Basic.svrp , 733.19 , 697.76 , 4.83225 , 60.162 , 513.891 , 4 , 711 , 22.19 , 21.37 , 22.19 , 733.19 , 733.19 , 0 , 91384 , 785 , 8.67668 , 2092 , 28.2987 , 0 , 0 , 0 , 2249 , 0.120258 , 1437 , 10.554 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.85_1_0-Basic.svrp , 733.19 , 698.584 , 4.71991 , 60.114 , 337.8 , 4 , 711 , 22.19 , 21.37 , 22.19 , 733.19 , 733.19 , 0 , 77440 , 545 , 5.9965 , 1087 , 12.6135 , 0 , 0 , 0 , 2479 , 0.131394 , 1106 , 27.6338 , 1
ILS , ./data/Jabali/k4/40_4_0.85_1_1-Basic.svrp , 811.29 , 600.5 , 25.9821 , 0.008 , 1000.11 , 4 , 642 , 169.29 , 156.97 , 169.29 , 811.29 , 636.69 , 21.5212 , 24582 , 1603 , 5.35159 , 6494 , 1.24846 , 0 , 6692 , 2.55228 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k4/40_4_0.85_1_1-Basic.svrp , 735.75 , 694.789 , 5.56719 , 60.234 , 1000.15 , 4 , 711 , 24.75 , 24.75 , 24.75 , 735.75 , 728.946 , 0.924817 , 179281 , 1015 , 19.5249 , 1115 , 0.338465 , 0 , 0 , 0 , 2756 , 0.199467 , 1559 , 20.9579 , 0
SRI2 , ./data/Jabali/k4/40_4_0.85_1_1-Basic.svrp , 735.75 , 694.777 , 5.56883 , 60.245 , 714.212 , 4 , 711 , 24.75 , 24.75 , 24.75 , 735.75 , 735.75 , 0 , 128799 , 710 , 15.3686 , 1405 , 18.4299 , 0 , 0 , 0 , 2566 , 0.191185 , 1512 , 14.4379 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.85_1_1-Basic.svrp , 735.75 , 694.785 , 5.56782 , 60.262 , 310.208 , 4 , 711 , 24.75 , 24.75 , 24.75 , 735.75 , 735.75 , 0 , 64590 , 510 , 6.7715 , 958 , 13.8996 , 0 , 0 , 0 , 2686 , 0.196492 , 1131 , 25.2081 , 1
ILS , ./data/Jabali/k4/40_4_0.85_1_2-Basic.svrp , 667.06 , 538.5 , 19.2726 , 0.007 , 1000.07 , 4 , 602 , 65.06 , 52.88 , 65.06 , 667.06 , 577.847 , 13.3741 , 33133 , 2197 , 6.64922 , 4437 , 1.05924 , 0 , 3888 , 3.402 , 0 , 0 , 0 , 0 , 0
