Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI-V2 , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 590.96 , 346.77 , 41.3209 , 60.185 , 1000.17 , 5 , 323 , 267.96 , 267.92 , 267.96 , 590.96 , 396 , 32.9904 , 41528 , 1446 , 3.91393 , 13514 , 3.37477 , 0 , 0 , 0 , 501 , 0.683659 , 159 , 0.123991 , 0
SRI-V2-FLOW , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 591.75 , 346.77 , 41.3992 , 60.159 , 1000.16 , 5 , 318 , 273.75 , 273.74 , 273.75 , 591.75 , 407 , 31.221 , 59657 , 1588 , 6.2765 , 11695 , 3.06036 , 0 , 0 , 0 , 495 , 0.685683 , 350 , 24.336 , 0
SRI-V2 , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 795.62 , 611.311 , 23.1655 , 60.264 , 1000.24 , 13 , 482 , 313.62 , 282.67 , 313.62 , 795.62 , 615.823 , 22.5983 , 42491 , 3043 , 7.75693 , 7190 , 4.77939 , 0 , 0 , 0 , 1509 , 0.308839 , 1308 , 5.21249 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 845.85 , 611.457 , 27.7109 , 60.593 , 1000.23 , 13 , 488 , 357.85 , 301.72 , 357.85 , 845.85 , 616.944 , 27.0622 , 28724 , 2436 , 5.84163 , 6048 , 3.76675 , 0 , 0 , 0 , 1581 , 0.316136 , 1879 , 27.8687 , 0
SRI-V2 , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 800.1 , 602.198 , 24.7347 , 60.973 , 1000.22 , 12 , 508 , 292.1 , 282.07 , 292.1 , 800.1 , 611.828 , 23.5311 , 46621 , 3141 , 8.09404 , 9220 , 5.7981 , 0 , 0 , 0 , 179 , 0.09109 , 786 , 3.2489 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 759.62 , 602.26 , 20.7157 , 60.69 , 1000.15 , 12 , 459 , 300.62 , 293.88 , 300.62 , 759.62 , 614.54 , 19.0991 , 37771 , 2509 , 6.84437 , 7176 , 4.45682 , 0 , 0 , 0 , 179 , 0.090686 , 1410 , 34.596 , 0
SRI-V2 , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 869.29 , 650.337 , 25.1876 , 60.408 , 1000.22 , 13 , 539 , 330.29 , 287.74 , 330.29 , 869.29 , 675.593 , 22.2822 , 52146 , 3877 , 9.40802 , 8254 , 5.26287 , 0 , 0 , 0 , 1615 , 0.309111 , 1475 , 6.64602 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 866.08 , 654.086 , 24.4774 , 60.711 , 1000.14 , 13 , 509 , 357.08 , 323.16 , 357.08 , 866.08 , 676.599 , 21.878 , 40902 , 3163 , 7.93245 , 6656 , 4.18945 , 0 , 0 , 0 , 1645 , 0.316534 , 2385 , 43.5484 , 0
SRI-V2 , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 861.53 , 658.099 , 23.6128 , 60.516 , 1000.21 , 12 , 535 , 326.53 , 313.61 , 326.53 , 861.53 , 661.739 , 23.1902 , 53581 , 2766 , 10.1433 , 9446 , 5.66725 , 0 , 0 , 0 , 1054 , 0.271943 , 922 , 5.84511 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 866.18 , 658.101 , 24.0226 , 60.163 , 1000.18 , 12 , 503 , 363.18 , 337.12 , 363.18 , 866.18 , 664.085 , 23.3317 , 31306 , 2725 , 5.17438 , 6729 , 4.14461 , 0 , 0 , 0 , 1069 , 0.273384 , 1567 , 31.3455 , 0
